,age,Country,A1,A2_translation,vague,real_polarity_class,real_polarity
10541,55,Belgium,6.0,"loan has been running for a long time, good interest rate",Vague 2021,negative,0
10542,58,Belgium,6.0,because it is better to avoid credits!,Vague 2021,negative,0
10543,56,Belgium,9.0,efficient service,Vague 2021,positive,2
10544,56,Belgium,8.0,your client,Vague 2021,neutral,1
10545,68,Belgium,7.0,everything went fast,Vague 2021,neutral,1
10546,70,Belgium,10.0,satisfied,Vague 2021,positive,2
10547,60,Belgium,9.0,excellent contact with the bank good advice quick solution,Vague 2021,positive,2
10548,66,Belgium,7.0,we got our credit pretty quickly. i'm hesitant about recommendations,Vague 2021,neutral,1
10549,39,Belgium,10.0,just good,Vague 2021,positive,2
10550,59,Belgium,9.0,serious - never had a problem,Vague 2021,positive,2
10551,53,Belgium,8.0,"easy, everything is done online and the documents to be signed are sent to your home",Vague 2021,neutral,1
10552,68,Belgium,7.0,this was done because of the purchase but i don't like axa,Vague 2021,neutral,1
10553,40,Belgium,8.0,satisfied,Vague 2021,neutral,1
10554,45,Belgium,9.0,good service and not too expensive,Vague 2021,positive,2
10555,49,Belgium,7.0,for me a short term ad hoc solution,Vague 2021,neutral,1
10556,29,Belgium,8.0,"good service, easy",Vague 2021,neutral,1
10557,60,Belgium,8.0,very serious,Vague 2021,neutral,1
10558,61,Belgium,10.0,have been a customer here for many years and always supported properly and well if my main sofa failed,Vague 2021,positive,2
10559,30,Belgium,5.0,"basic, nothing special",Vague 2021,negative,0
10560,47,Belgium,6.0,rates drintered,Vague 2021,negative,0
10561,24,Belgium,7.0,because,Vague 2021,neutral,1
10562,36,Belgium,9.0,ease of contact followed by the easy and clear contract,Vague 2021,positive,2
10563,65,Belgium,8.0,a bank that is easily accessible in all areas,Vague 2021,neutral,1
10564,31,Belgium,6.0,in,Vague 2021,negative,0
10565,35,Belgium,9.0,very satisfied with the general service,Vague 2021,positive,2
10566,55,Belgium,8.0,do not know,Vague 2021,neutral,1
10567,21,Belgium,7.0,never had a problem with this sofa,Vague 2021,neutral,1
10569,55,Belgium,8.0,"very fast, very professional",Vague 2021,neutral,1
10571,26,Belgium,6.0,too many administrative costs,Vague 2021,negative,0
10572,36,Belgium,10.0,"customer-friendly, low interest rate",Vague 2021,positive,2
10573,35,Belgium,9.0,"good interest, clear explanation, friendly bank clerk",Vague 2021,positive,2
10574,31,Belgium,6.0,in,Vague 2021,negative,0
10575,57,Belgium,9.0,efficient service and not too expensive in belgium,Vague 2021,positive,2
10576,21,Belgium,7.0,because it is very reliable and lives up to expectations.,Vague 2021,neutral,1
10577,41,Belgium,7.0,it's good 7,Vague 2021,neutral,1
10578,42,Belgium,5.0,nothing more,Vague 2021,negative,0
10579,63,Belgium,8.0,"the very serious,",Vague 2021,neutral,1
10580,63,Belgium,7.0,not enough contact to rate the company more,Vague 2021,neutral,1
10581,29,Belgium,7.0,car ils so't top,Vague 2021,neutral,1
10582,56,Belgium,7.0,high interest,Vague 2021,neutral,1
10583,43,Belgium,7.0,correct no problems just hard to reach,Vague 2021,neutral,1
10584,74,Belgium,9.0,themselves proposed to borrow interest-free,Vague 2021,positive,2
10585,58,Belgium,9.0,"competent, interesting percentage, helpful",Vague 2021,positive,2
10586,66,Belgium,10.0,i never had any worries,Vague 2021,positive,2
10587,56,Belgium,7.0,reliable and serious,Vague 2021,neutral,1
10588,37,Belgium,8.0,staff who advise and explain well easy loan quick response,Vague 2021,neutral,1
10589,67,Belgium,9.0,it's easy and manageable as long as you know how to handle it properly,Vague 2021,positive,2
10590,57,Belgium,6.0,belfius has many offices and is easily accessible but has expensive rates,Vague 2021,negative,0
10591,42,Belgium,7.0,very good rate,Vague 2021,neutral,1
10592,49,Belgium,9.0,good communication and smooth transaction,Vague 2021,positive,2
10593,50,Belgium,9.0,"very easy, a loan where you buy your car",Vague 2021,positive,2
10594,63,Belgium,10.0,"welcome, speed",Vague 2021,positive,2
10595,52,Belgium,10.0,they watch over abuse by third parties and are very discreet.,Vague 2021,positive,2
10596,72,Belgium,10.0,":again 0%, it was a promo.",Vague 2021,positive,2
10597,51,Belgium,9.0,fast-easy response-no problem and good communication we can even consult the outstanding balance,Vague 2021,positive,2
10598,36,Belgium,9.0,because i satisfy,Vague 2021,positive,2
10599,38,Belgium,8.0,in,Vague 2021,neutral,1
10600,58,Belgium,10.0,very easy and very responsive to requests. we can repay at our own pace and make additional transfers.,Vague 2021,positive,2
10601,62,Belgium,8.0,no problem,Vague 2021,neutral,1
10602,60,Belgium,9.0,just as a good customer,Vague 2021,positive,2
10603,49,Belgium,8.0,staff efficiency and friendliness good rate,Vague 2021,neutral,1
10604,43,Belgium,8.0,therefore,Vague 2021,neutral,1
10605,28,Belgium,7.0,,Vague 2021,neutral,1
10606,39,Belgium,2.0,poor service,Vague 2021,negative,0
10607,68,Belgium,9.0,got a very good explanation,Vague 2021,positive,2
10608,64,Belgium,8.0,"being a customer, great ease and speed of obtaining the loan. rate slightly higher than other places but not significant on the amount and duration chosen.",Vague 2021,neutral,1
10609,57,Belgium,9.0,good cheap credit,Vague 2021,positive,2
10610,40,Belgium,9.0,because i have always been well advised and welcomed.,Vague 2021,positive,2
10611,58,Belgium,7.0,solid bank solid internet banking and via app,Vague 2021,neutral,1
10612,58,Belgium,7.0,in,Vague 2021,neutral,1
10613,38,Belgium,8.0,good couch,Vague 2021,neutral,1
10614,41,Belgium,9.0,flexible informative very helpful,Vague 2021,positive,2
10615,38,Belgium,8.0,"good service, clear explanation, attractive rates",Vague 2021,neutral,1
10616,44,Belgium,0.0,"the lack of seriousness in the monitoring of credits, no humanity towards the customer or understanding, do not take into account the vagaries of life in relation to the covid crisis, never answer questions",Vague 2021,negative,0
10617,46,Belgium,10.0,"good services, think along, propose the best",Vague 2021,positive,2
10618,47,Belgium,8.0,low interest rates,Vague 2021,neutral,1
10619,38,Belgium,5.0,"belfius is like any other bank. every bank has its pros and cons. each bank has specific ones for everyone. anyone can go to any bank. that's why i don't ""recommend"" belfius",Vague 2021,negative,0
10620,63,Belgium,9.0,friendly,Vague 2021,positive,2
10621,34,Belgium,8.0,always friendly and helpful,Vague 2021,neutral,1
10622,41,Belgium,7.0,i have been a customer for a short time but i am satisfied for the moment.,Vague 2021,neutral,1
10623,41,Belgium,10.0,friendly and clear explanation,Vague 2021,positive,2
10624,35,Belgium,8.0,"always been at this bank, quite satisfied and some acquaintances who work there",Vague 2021,neutral,1
10625,61,Belgium,8.0,"listening to the customer, his needs and his problems to reimburse.",Vague 2021,neutral,1
10626,53,Belgium,3.0,i would not recommend it because the rates are very high but personally they are the only ones who agree to lend money since the banks are no longer there for that,Vague 2021,negative,0
10627,30,Belgium,8.0,"the loan went smoothly, i have a good rate. it is not my preferred sofa because sustainability is also important to me.",Vague 2021,neutral,1
10628,60,Belgium,7.0,very smooth for withdrawing money as needed,Vague 2021,neutral,1
10629,33,Belgium,8.0,in,Vague 2021,neutral,1
10630,37,Belgium,7.0,not always customer friendly. mandatory to take insurance with them.,Vague 2021,neutral,1
10631,41,Belgium,10.0,good service,Vague 2021,positive,2
10632,23,Belgium,5.0,normal,Vague 2021,negative,0
10633,21,Belgium,7.0,i trust my bank,Vague 2021,neutral,1
10634,52,Belgium,9.0,"reliable, good service, friendly employees",Vague 2021,positive,2
10635,44,Belgium,6.0,easy,Vague 2021,negative,0
10636,21,Belgium,7.0,good,Vague 2021,neutral,1
10637,34,Belgium,7.0,,Vague 2021,neutral,1
10638,36,Belgium,8.0,ease of procedures,Vague 2021,neutral,1
10640,76,Belgium,9.0,i have been a customer of theirs for a long time.,Vague 2021,positive,2
10641,31,Belgium,5.0,it's a pretty expensive bank. i'm staying there because i've been there since very young and i don't have the courage to change for the moment,Vague 2021,negative,0
10642,25,Belgium,8.0,good,Vague 2021,neutral,1
10643,56,Belgium,7.0,they work correctly,Vague 2021,neutral,1
10644,41,Belgium,6.0,difficult to get in touch with them,Vague 2021,negative,0
10645,41,Belgium,8.0,"good explanation, free bill",Vague 2021,neutral,1
10646,62,Belgium,8.0,reliable,Vague 2021,neutral,1
10647,56,Belgium,7.0,slow to pay (10 days),Vague 2021,neutral,1
10648,68,Belgium,9.0,customer forever,Vague 2021,positive,2
10649,37,Belgium,8.0,good credit,Vague 2021,neutral,1
10650,60,Belgium,10.0,satisfied with this bank,Vague 2021,positive,2
10651,38,Belgium,8.0,service clientele super,Vague 2021,neutral,1
10652,50,Belgium,10.0,i trust the bank and bnp is the best for me and can also speak to me personally if you have any questions,Vague 2021,positive,2
10653,21,Belgium,5.0,ufjduf fudue me too,Vague 2021,negative,0
10654,56,Belgium,8.0,first service,Vague 2021,neutral,1
10655,58,Belgium,8.0,the service is fast and efficient,Vague 2021,neutral,1
10656,60,Belgium,7.0,is a fairly reliable bank,Vague 2021,neutral,1
10657,23,Belgium,6.0,"i don't really speak dutch, is it possible to change the language",Vague 2021,negative,0
10658,20,Belgium,7.0,neutral opinion,Vague 2021,neutral,1
10659,41,Belgium,5.0,neutral,Vague 2021,negative,0
10660,36,Belgium,0.0,too expensive in interest,Vague 2021,negative,0
10661,29,Belgium,8.0,i am satisfied with the service,Vague 2021,neutral,1
10662,21,Belgium,6.0,a little by feeling,Vague 2021,negative,0
10663,30,Belgium,4.0,secured,Vague 2021,negative,0
10664,28,Belgium,4.0,because to make an instant transfer you have to pay,Vague 2021,negative,0
10665,27,Belgium,6.0,tree content avenue le note,Vague 2021,negative,0
10666,39,Belgium,0.0,personal,Vague 2021,negative,0
10667,28,Belgium,8.0,a good reputation,Vague 2021,neutral,1
10668,51,Belgium,3.0,too expensive,Vague 2021,negative,0
10669,36,Belgium,7.0,good product but sometimes you have to look for better elsewhere,Vague 2021,neutral,1
10670,33,Belgium,8.0,daarol,Vague 2021,neutral,1
10671,42,Belgium,8.0,good bank,Vague 2021,neutral,1
10672,40,Belgium,9.0,transparent and reliable,Vague 2021,positive,2
10673,43,Belgium,6.0,personal report,Vague 2021,negative,0
10674,42,Belgium,10.0,no flawless boredom,Vague 2021,positive,2
10675,28,Belgium,8.0,quality service,Vague 2021,neutral,1
10676,55,Belgium,8.0,it's a very good organization.,Vague 2021,neutral,1
10677,35,Belgium,6.0,long delay to get a response,Vague 2021,negative,0
10678,47,Belgium,9.0,serious,Vague 2021,positive,2
10679,26,Belgium,8.0,no idea,Vague 2021,neutral,1
10680,35,Belgium,9.0,"confidence, speed",Vague 2021,positive,2
10681,28,Belgium,8.0,"because it's easy to choose the monthly installment to pay, you have access to expensive products while paying monthly, it's easy to make a credit",Vague 2021,neutral,1
10682,33,Belgium,9.0,i'm quite satisfied,Vague 2021,positive,2
10683,45,Belgium,7.0,dissatisfied and there only clarity,Vague 2021,neutral,1
10684,23,Belgium,3.0,sorry i do not know,Vague 2021,negative,0
10685,45,Belgium,8.0,0.1% interest,Vague 2021,neutral,1
10686,37,Belgium,7.0,very good service,Vague 2021,neutral,1
10687,30,Belgium,10.0,they always find a solution and don't leave us in the mess,Vague 2021,positive,2
10688,36,Belgium,5.0,car,Vague 2021,negative,0
10689,28,Belgium,6.0,i like,Vague 2021,negative,0
10690,42,Belgium,4.0,not happy at all,Vague 2021,negative,0
10691,31,Belgium,7.0,i am happy,Vague 2021,neutral,1
10692,23,Belgium,6.0,they are good but not so good,Vague 2021,negative,0
10693,29,Belgium,6.0,cofidis is a serious organization but very honorable in terms of interests,Vague 2021,negative,0
10694,58,Belgium,10.0,experts,Vague 2021,positive,2
10695,53,Belgium,5.0,trust company,Vague 2021,negative,0
10696,50,Belgium,9.0,"don't know right, just",Vague 2021,positive,2
10697,38,Belgium,7.0,new,Vague 2021,neutral,1
10698,32,Belgium,7.0,serious,Vague 2021,neutral,1
10699,39,Belgium,8.0,i'm happy with my credit card,Vague 2021,neutral,1
10700,31,Belgium,7.0,he is good,Vague 2021,neutral,1
10701,34,Belgium,7.0,"i love taix very low, usual bank",Vague 2021,neutral,1
10702,30,Belgium,4.0,,Vague 2021,negative,0
10703,44,Belgium,8.0,superb,Vague 2021,neutral,1
10704,29,Belgium,8.0,i have confidence in this service offered by cofidis,Vague 2021,neutral,1
10705,35,Belgium,8.0,blablabla,Vague 2021,neutral,1
10706,48,Belgium,8.0,quality,Vague 2021,neutral,1
10707,32,Belgium,7.0,in,Vague 2021,neutral,1
10708,50,Belgium,6.0,because credit costs money,Vague 2021,negative,0
10709,42,Belgium,7.0,high rates,Vague 2021,neutral,1
10710,40,Belgium,7.0,,Vague 2021,neutral,1
10711,38,Belgium,8.0,good couch,Vague 2021,neutral,1
10712,64,Belgium,8.0,works correctly,Vague 2021,neutral,1
10713,37,Belgium,6.0,"customer loyalty not always recognized, sav not always top",Vague 2021,negative,0
10714,18,Belgium,9.0,"great service, very friendly staff",Vague 2021,positive,2
10715,47,Belgium,5.0,is dependent on the interest rate,Vague 2021,negative,0
10716,31,Belgium,8.0,listening to the customer,Vague 2021,neutral,1
10717,22,Belgium,7.0,because i really like this company,Vague 2021,neutral,1
10718,41,Belgium,9.0,good service and benefits,Vague 2021,positive,2
10719,24,Belgium,10.0,in,Vague 2021,positive,2
10720,58,Belgium,10.0,experience,Vague 2021,positive,2
10721,58,Belgium,7.0,can do better,Vague 2021,neutral,1
10722,24,Belgium,6.0,,Vague 2021,negative,0
10723,46,Belgium,6.0,customer service via tel definitely not recommended,Vague 2021,negative,0
10724,46,Belgium,10.0,quality in general,Vague 2021,positive,2
10725,31,Belgium,8.0,"i bought my 1st car there, and i never had any problems, whether in terms of financing or the quality of their service.",Vague 2021,neutral,1
10726,45,Belgium,9.0,top notch service,Vague 2021,positive,2
10727,41,Belgium,6.0,can do better,Vague 2021,negative,0
10728,38,Belgium,8.0,i don't have any worries but it still requires organization so as not to be overwhelmed,Vague 2021,neutral,1
10729,19,Belgium,9.0,because it's my favorite bank,Vague 2021,positive,2
10730,69,Belgium,9.0,small bank but closer to customer,Vague 2021,positive,2
10731,25,Belgium,7.0,,Vague 2021,neutral,1
10732,47,Belgium,9.0,"this is not my first loan from this bank and i have never had any problems, unlike other financial organizations that are sometimes more attractive (rate or speed of response), but much less friendly after signing.",Vague 2021,positive,2
10733,21,Belgium,8.0,in,Vague 2021,neutral,1
10734,22,Belgium,5.0,quite reliable but sometimes difficulty in communication,Vague 2021,negative,0
10735,29,Belgium,10.0,i have subscribed to cetelem finally to be able to buy household appliances from cora payable in several monthly payments without credit and i am very satisfied i have never had a problem,Vague 2021,positive,2
10736,21,Belgium,7.0,good service,Vague 2021,neutral,1
10737,27,Belgium,8.0,"always well received, offers good choices, always close to my expectations",Vague 2021,neutral,1
10738,37,Belgium,8.0,went smoothly,Vague 2021,neutral,1
10739,41,Belgium,7.0,good service,Vague 2021,neutral,1
10740,40,Belgium,8.0,fast and reliable,Vague 2021,neutral,1
10741,54,Belgium,5.0,i don't want to influence this kind of thing,Vague 2021,negative,0
10742,46,Belgium,7.0,it's ok but the interests...,Vague 2021,neutral,1
10743,33,Belgium,9.0,not much interest,Vague 2021,positive,2
10744,51,Belgium,10.0,i've always done my credits there and no worries,Vague 2021,positive,2
10745,44,Belgium,9.0,"good help, easily accessible, online chat is possible, ...",Vague 2021,positive,2
10746,30,Belgium,8.0,good customer service,Vague 2021,neutral,1
10747,53,Belgium,8.0,interest is a bit high,Vague 2021,neutral,1
10748,41,Belgium,7.0,"they just, formal",Vague 2021,neutral,1
10749,56,Belgium,8.0,quality service.,Vague 2021,neutral,1
10750,66,Belgium,7.0,easy to have obtained but on the internet account there is a mention that i cannot have other money but without explanation,Vague 2021,neutral,1
10751,35,Belgium,9.0,good,Vague 2021,positive,2
10752,25,Belgium,8.0,great but small details to improve,Vague 2021,neutral,1
10753,39,Belgium,7.0,not bad but not great either,Vague 2021,neutral,1
10754,31,Belgium,6.0,correct,Vague 2021,negative,0
10755,36,Belgium,4.0,to get money on the survey,Vague 2021,negative,0
10756,35,Belgium,7.0,listening agency always finds a solution to the problem,Vague 2021,neutral,1
10757,38,Belgium,8.0,because i'm relatively satisfied,Vague 2021,neutral,1
10758,25,Belgium,6.0,i do not know,Vague 2021,negative,0
10759,31,Belgium,7.0,he sound good,Vague 2021,neutral,1
10760,59,Belgium,5.0,no better or worse than any other,Vague 2021,negative,0
10761,47,Belgium,9.0,good interest,Vague 2021,positive,2
10762,30,Belgium,7.0,it's what merit,Vague 2021,neutral,1
10763,24,Belgium,7.0,good,Vague 2021,neutral,1
10764,46,Belgium,8.0,"trustworthy organization, with competent collaborators",Vague 2021,neutral,1
10765,45,Belgium,10.0,good,Vague 2021,positive,2
10766,43,Belgium,7.0,why not,Vague 2021,neutral,1
10767,27,Belgium,10.0,simple and nick,Vague 2021,positive,2
10768,52,Belgium,9.0,"leader on the belgian banking market. ""privileged"" and friendly relations with belfius staff in general. very interesting products offered.",Vague 2021,positive,2
10769,31,Belgium,10.0,for the service,Vague 2021,positive,2
10770,31,Belgium,6.0,service well,Vague 2021,negative,0
10771,45,Belgium,10.0,because it is a good financial institution,Vague 2021,positive,2
10772,35,Belgium,7.0,no problem,Vague 2021,neutral,1
10773,54,Belgium,4.0,too much interest,Vague 2021,negative,0
10774,33,Belgium,8.0,,Vague 2021,neutral,1
10775,32,Belgium,7.0,very good value for money,Vague 2021,neutral,1
10776,19,Belgium,8.0,bshd7e,Vague 2021,neutral,1
10777,50,Belgium,7.0,it is a cheap bank in terms of account but they are not always available,Vague 2021,neutral,1
10778,38,Belgium,8.0,satisfied with the current file. good information. always available if a question,Vague 2021,neutral,1
10779,30,Belgium,8.0,the service in general,Vague 2021,neutral,1
10780,31,Belgium,5.0,because it can really help people in need,Vague 2021,negative,0
10781,53,Belgium,10.0,they are super friendly and always try to find a solution for the customer,Vague 2021,positive,2
10782,36,Belgium,9.0,good credit company,Vague 2021,positive,2
10783,42,Belgium,10.0,professional,Vague 2021,positive,2
10784,48,Belgium,6.0,,Vague 2021,negative,0
10785,54,Belgium,5.0,no positive points related to loyalty. expensive,Vague 2021,negative,0
10786,32,Belgium,8.0,in,Vague 2021,neutral,1
10787,51,Belgium,10.0,interesting rate,Vague 2021,positive,2
10788,50,Belgium,7.0,happy with the service,Vague 2021,neutral,1
10789,43,Belgium,5.0,i don't know how to advise someone to know what type of need there is,Vague 2021,negative,0
10790,27,Belgium,7.0,just ok with this stuff,Vague 2021,neutral,1
10791,44,Belgium,9.0,review gives reasons,Vague 2021,positive,2
10792,45,Belgium,8.0,satisfied customer,Vague 2021,neutral,1
10793,28,Belgium,9.0,because we can make a loan easily,Vague 2021,positive,2
10794,42,Belgium,6.0,become an impersonal bank,Vague 2021,negative,0
10795,36,Belgium,8.0,good service with competitive interest,Vague 2021,neutral,1
10796,19,Belgium,8.0,many accessible banks and people who give very good and caring advice,Vague 2021,neutral,1
10797,45,Belgium,9.0,no complaints,Vague 2021,positive,2
10798,19,Belgium,8.0,it is sometimes a little complicated to contact them but otherwise the agency is pleasant and i have never had any problems with them.,Vague 2021,neutral,1
10799,25,Belgium,7.0,,Vague 2021,neutral,1
10800,34,Belgium,6.0,it's interesting effective,Vague 2021,negative,0
10801,23,Belgium,8.0,because it's the best,Vague 2021,neutral,1
10802,31,Belgium,9.0,friendly staff and always helping,Vague 2021,positive,2
10803,20,Belgium,7.0,very good sign,Vague 2021,neutral,1
10804,44,Belgium,6.0,kbc charges a high interest rate! too expensive !,Vague 2021,negative,0
10805,53,Belgium,5.0,service no personal contact person,Vague 2021,negative,0
10806,56,Belgium,8.0,cause i'm very happy,Vague 2021,neutral,1
10807,27,Belgium,7.0,quite confident,Vague 2021,neutral,1
10808,62,Belgium,8.0,very flexible services.,Vague 2021,neutral,1
10809,22,Belgium,7.0,ghj,Vague 2021,neutral,1
10810,65,Belgium,9.0,years of experience with this company,Vague 2021,positive,2
10811,72,Belgium,8.0,honestly,Vague 2021,neutral,1
10812,51,Belgium,7.0,"ease, speed but maybe not the cheapest.",Vague 2021,neutral,1
10813,49,Belgium,9.0,interest rate satisfaction,Vague 2021,positive,2
10814,31,Belgium,10.0,- excellent customer service - several choices of credit cards or mastercard,Vague 2021,positive,2
10815,55,Belgium,10.0,never had a problem with them,Vague 2021,positive,2
10816,42,Belgium,10.0,very professional and good app,Vague 2021,positive,2
10817,50,Belgium,8.0,good relational,Vague 2021,neutral,1
10818,46,Belgium,6.0,bin dervicr clientele but catastrophic rates,Vague 2021,negative,0
10819,39,Belgium,8.0,decent customer service,Vague 2021,neutral,1
10820,23,Belgium,10.0,good service,Vague 2021,positive,2
10821,43,Belgium,5.0,interest rate too high,Vague 2021,negative,0
10822,51,Belgium,7.0,clear procedure for obtaining credit. quick decision,Vague 2021,neutral,1
10823,22,Belgium,6.0,bite,Vague 2021,negative,0
10824,25,Belgium,7.0,because i like pancakes,Vague 2021,neutral,1
10825,36,Belgium,8.0,good credit company,Vague 2021,neutral,1
10826,74,Belgium,8.0,"like all banks, employees are almost ""invisible""",Vague 2021,neutral,1
10827,23,Belgium,9.0,very good monthly cashback deal. offer adapted to my cash flow. few interest rates.,Vague 2021,positive,2
10828,24,Belgium,8.0,because i never had a problem with them very responsive,Vague 2021,neutral,1
10829,31,Belgium,5.0,"because i know people who work at belfius, and that doesn't give me confidence in the brand",Vague 2021,negative,0
10830,55,Belgium,9.0,it's really a convenience,Vague 2021,positive,2
10831,21,Belgium,8.0,,Vague 2021,neutral,1
10832,35,Belgium,8.0,h,Vague 2021,neutral,1
10833,49,Belgium,8.0,in french ?,Vague 2021,neutral,1
10834,41,Belgium,10.0,very satisfied with the service; no problems encountered.,Vague 2021,positive,2
10835,44,Belgium,8.0,efficient kind,Vague 2021,neutral,1
10836,40,Belgium,8.0,good customer service app a bit dated,Vague 2021,neutral,1
10837,28,Belgium,5.0,since my childhood b hears about cofidis so i prefer to note that,Vague 2021,negative,0
10838,33,Belgium,6.0,because it was necessary to give a note,Vague 2021,negative,0
10839,22,Belgium,10.0,"never had a problem with them, and if there is a problem, they are very responsive",Vague 2021,positive,2
10840,19,Belgium,4.0,incompetent staff (not all fortunately),Vague 2021,negative,0
10841,21,Belgium,7.0,a good contract good contact overall correct efficient clear,Vague 2021,neutral,1
10842,21,Belgium,10.0,subscribers for years,Vague 2021,positive,2
10843,20,Belgium,10.0,"customer for a long time, never been disappointed and always well supported",Vague 2021,positive,2
10844,21,Belgium,3.0,they have good staff,Vague 2021,negative,0
10845,20,Belgium,5.0,hnn,Vague 2021,negative,0
10846,29,Belgium,8.0,i like,Vague 2021,neutral,1
10847,78,Belgium,8.0,quick response and good condition,Vague 2021,neutral,1
10848,30,Belgium,10.0,wqq,Vague 2021,positive,2
10849,41,Belgium,8.0,when we need them they react directly,Vague 2021,neutral,1
10850,19,Belgium,7.0,new,Vague 2021,neutral,1
10851,18,Belgium,7.0,quite reliable,Vague 2021,neutral,1
10852,26,Belgium,9.0,in,Vague 2021,positive,2
10853,29,Belgium,7.0,i like this insurance,Vague 2021,neutral,1
10854,20,Belgium,10.0,they're the best,Vague 2021,positive,2
10855,52,Belgium,8.0,in,Vague 2021,neutral,1
10856,31,Belgium,8.0,quality,Vague 2021,neutral,1
10857,40,Belgium,8.0,it meets expectations,Vague 2021,neutral,1
10858,18,Belgium,9.0,very satisfied with ing services,Vague 2021,positive,2
10859,34,Belgium,7.0,all is well,Vague 2021,neutral,1
10860,21,Belgium,1.0,personal problems,Vague 2021,negative,0
10861,22,Belgium,10.0,"no problem, does everything to help, friendly",Vague 2021,positive,2
10862,23,Belgium,7.0,psq tkt,Vague 2021,neutral,1
10863,43,Belgium,10.0,i got my credit in a week,Vague 2021,positive,2
10864,37,Belgium,7.0,rate ok little follow-up compulsory insurance expensive,Vague 2021,neutral,1
10865,38,Belgium,8.0,good couch,Vague 2021,neutral,1
10866,70,Belgium,10.0,sofidis is very serious,Vague 2021,positive,2
10867,38,Belgium,0.0,because they are not conciliatory,Vague 2021,negative,0
10868,51,Belgium,9.0,we have been at this bank since we were 16 and always very happy,Vague 2021,positive,2
10869,36,Belgium,9.0,fast and reliable,Vague 2021,positive,2
10870,25,Belgium,7.0,good communication good rates already a customer recommendations from my relatives,Vague 2021,neutral,1
10871,30,Belgium,9.0,because everything is going well,Vague 2021,positive,2
10872,23,Belgium,7.0,n'â´bbhuvvy,Vague 2021,neutral,1
10873,18,Belgium,8.0,they are understanding and act quickly,Vague 2021,neutral,1
10874,51,Belgium,7.0,"beginning of credit, not enough hindsight. good communication from them so far.",Vague 2021,neutral,1
10875,66,Belgium,10.0,customer-friendly informative punctual reliable,Vague 2021,positive,2
10876,41,Belgium,9.0,he trusts me.,Vague 2021,positive,2
10877,59,Belgium,7.0,a bank that 'thinks' about its clientele !! correct transaction,Vague 2021,neutral,1
10878,29,Belgium,8.0,credit was accepted despite credit card and mortgage,Vague 2021,neutral,1
10879,45,Belgium,8.0,"never encountered any problems, always well received",Vague 2021,neutral,1
10880,48,Belgium,5.0,"if i can avoid a credit, i avoid it. this kind of society is anything but philanthropic.",Vague 2021,negative,0
10881,22,Belgium,8.0,reliable,Vague 2021,neutral,1
10882,58,Belgium,8.0,serious,Vague 2021,neutral,1
10883,28,Belgium,10.0,they are fresh,Vague 2021,positive,2
10884,45,Belgium,10.0,fantastic service he,Vague 2021,positive,2
10885,43,Belgium,8.0,listening to the customer adapted solution good rate security,Vague 2021,neutral,1
10886,51,Belgium,7.0,suitable as an agency,Vague 2021,neutral,1
10887,42,Belgium,8.0,in,Vague 2021,neutral,1
10888,30,Belgium,8.0,professional and welcoming,Vague 2021,neutral,1
10889,37,Belgium,9.0,reliability. availability clear explanations.,Vague 2021,positive,2
10890,27,Belgium,6.0,i like it but it's not perfect,Vague 2021,negative,0
10891,46,Belgium,9.0,good relationship,Vague 2021,positive,2
10892,51,Belgium,5.0,it's a couch like any other,Vague 2021,negative,0
10893,29,Belgium,8.0,they gave me a lower rate than at belfius,Vague 2021,neutral,1
10894,53,Belgium,10.0,"everything is easy, easy transaction",Vague 2021,positive,2
10895,26,Belgium,6.0,good service overall but for mortgages it's way too expensive,Vague 2021,negative,0
10896,48,Belgium,9.0,very serious and well analyzing the financial situation,Vague 2021,positive,2
10897,47,Belgium,4.0,tros chere,Vague 2021,negative,0
10898,33,Belgium,7.0,easy fast and answered everything may expect,Vague 2021,neutral,1
10899,26,Belgium,9.0,it's quality,Vague 2021,positive,2
10900,22,Belgium,10.0,"efficiency, speed perfect customer service",Vague 2021,positive,2
10901,58,Belgium,8.0,"because the information provided is accurate, withdrawals are free of charge and you refund a fixed amount but you can also refund more if you want.",Vague 2021,neutral,1
10902,20,Belgium,9.0,pretty reliable!,Vague 2021,positive,2
10903,50,Belgium,8.0,effective communication and management,Vague 2021,neutral,1
10904,45,Belgium,8.0,good conditions offered,Vague 2021,neutral,1
10905,27,Belgium,6.0,in,Vague 2021,negative,0
10906,37,Belgium,10.0,they always gave me credit,Vague 2021,positive,2
10907,36,Belgium,5.0,,Vague 2021,negative,0
10908,41,Belgium,8.0,"applying for credit is easy, statements are clear.",Vague 2021,neutral,1
10909,36,Belgium,7.0,it's cool,Vague 2021,neutral,1
10910,35,Belgium,8.0,efficiency and speed,Vague 2021,neutral,1
10911,63,Belgium,5.0,too much interest and he claims you at one time the entire sum of once,Vague 2021,negative,0
10912,60,Belgium,7.0,it's easy,Vague 2021,neutral,1
10913,26,Belgium,6.0,i like,Vague 2021,negative,0
10914,19,Belgium,7.0,sometimes it doesn't work,Vague 2021,neutral,1
10915,48,Belgium,9.0,"attentive, good analysis of the financial situation and search for solutions",Vague 2021,positive,2
10916,40,Belgium,7.0,low interest rates,Vague 2021,neutral,1
10917,42,Belgium,8.0,smooth handling online by signing the necessary documents. quick feedback on whether or not the loan was approved.,Vague 2021,neutral,1
10918,27,Belgium,6.0,good,Vague 2021,negative,0
10919,21,Belgium,5.0,i love,Vague 2021,negative,0
