,age,Country,A1,A2_translation,vague
64494,67,United Kingdom,7.0,No particular reason,Vague 2021
64495,60,United Kingdom,8.0,"Easy to deal with, everything sorted quickly",Vague 2021
64496,44,Brazil,7.0,Agility and ease of the app,Vague 2021
64497,57,Brazil,10.0,I was well attended,Vague 2021
64498,36,United Kingdom,10.0,"Sainsburys has been impressive with there service and products that they offer. It has been easy, which makes a change.",Vague 2021
64499,23,United Kingdom,7.0,Good bank,Vague 2021
64500,43,Brazil,10.0,"Nubank is a good virtual bank, we are well attended, and they offer credit cards with good credit.",Vague 2021
64501,40,United Kingdom,9.0,Easy to deal with,Vague 2021
64502,52,United Kingdom,10.0,"A very easy, completely online application process.
Super fast release of funds into your bank account",Vague 2021
64503,35,United Kingdom,8.0,Great service,Vague 2021
64504,61,United Kingdom,8.0,I GET REWARD POINTS FOR EACH SPEND,Vague 2021
64505,20,Brazil,7.0,I like the bank,Vague 2021
64506,64,United Kingdom,8.0,Ease of availability,Vague 2021
64507,47,United Kingdom,8.0,excellent customer service,Vague 2021
64508,43,United Kingdom,10.0,Is honest and efficient,Vague 2021
64509,73,United Kingdom,6.0,It’s a credit card nothing to extol,Vague 2021
64510,23,Brazil,9.0,The service is very good and fast. It gave me an opportunity that other banks didn't give me without my having a dirty name.,Vague 2021
64511,37,Brazil,10.0,"Great service, low fees and easy to get credit",Vague 2021
64512,39,Brazil,10.0,I really like these institutions because I don't have to pay an annual fee,Vague 2021
64513,31,United Kingdom,0.0,I wouldn't recommend credit to anyone,Vague 2021
64514,45,Brazil,9.0,Special service,Vague 2021
64515,65,United Kingdom,9.0,"Friendly, always straightforward and easy to deal with.",Vague 2021
64516,66,United Kingdom,8.0,They are better than others,Vague 2021
64517,73,United Kingdom,0.0,"I do not go around recommending things to people.  What suits one person does not suit another, and I would not dream of poking my nose into their financial affairs.",Vague 2021
64518,30,Brazil,9.0,Ease of care and services. No credit card fees and good income.,Vague 2021
64519,35,Brazil,7.0,Fees,Vague 2021
64520,45,United Kingdom,8.0,"No problems, reward points, decent app.",Vague 2021
64521,28,United Kingdom,8.0,i can tell,Vague 2021
64522,36,United Kingdom,10.0,Excellent,Vague 2021
64523,58,United Kingdom,1.0,"i had to change banks,no cooperation.",Vague 2021
64524,51,Brazil,10.0,I like the box and I still think it's one of the best banks,Vague 2021
64525,27,Brazil,8.0,"Ease of obtaining the loan, transparency and low interest rates",Vague 2021
64526,44,Brazil,5.0,None in specific. I just don't care,Vague 2021
64527,29,Brazil,10.0,There is no problem,Vague 2021
64528,50,United Kingdom,7.0,GOOD,Vague 2021
64529,28,Brazil,10.0,"good limit, easy access application",Vague 2021
64530,40,Brazil,5.0,"At the time of the sale I was treated very well, thinking that all my doubts had been resolved, but in the course other doubts arose and the seller had no interest in helping and kept sending me to contact the center directly.",Vague 2021
64531,34,Brazil,9.0,I never had any problems with the bank. Customer service is very good.,Vague 2021
64532,28,Brazil,10.0,because he is trustworthy,Vague 2021
64533,53,United Kingdom,7.0,Easy to deal with.,Vague 2021
64534,35,United Kingdom,10.0,Because they ate a good company,Vague 2021
64535,39,United Kingdom,5.0,Its good but avarage comparing to others,Vague 2021
64536,59,United Kingdom,1.0,I decided my own decisions about which cards I use. I won't make recommendations to anybody else,Vague 2021
64537,23,Brazil,6.0,"It is an ""easy"" access credit card. Fast for those who need it, but in the long run it doesn't offer many benefits that other cards have. Like for example mile scores, etc. They even have a program, but compared to others it's much lower.",Vague 2021
64538,34,Brazil,9.0,good service,Vague 2021
64539,60,United Kingdom,8.0,Get points for amazon,Vague 2021
64540,74,United Kingdom,10.0,they are always very helpful,Vague 2021
64541,30,Brazil,7.0,by the high interest rate,Vague 2021
64542,37,Brazil,10.0,"Practicality, transparency, trust",Vague 2021
64543,55,United Kingdom,10.0,Rewards program,Vague 2021
64544,28,Brazil,8.0,"The company has a fair interest rate and very easy hiring methods, without bureaucracy and without the need for anything physical. Con: I was insecure with the company after my card was cloned",Vague 2021
64545,28,United Kingdom,9.0,The interest is decent,Vague 2021
64546,53,United Kingdom,8.0,Love the nectar points you get with sainsbury's bank its so easy,Vague 2021
64547,40,Brazil,7.0,"Interests are low, we can solve everything online through the app",Vague 2021
64548,20,Brazil,10.0,I never had any problems with them.,Vague 2021
64549,35,United Kingdom,9.0,They are unique,Vague 2021
64550,68,United Kingdom,3.0,high apr,Vague 2021
64551,35,United Kingdom,9.0,it looks good and appealing,Vague 2021
64552,18,Brazil,9.0,Great service,Vague 2021
64553,35,Brazil,10.0,"Digital banks, no monthly fees and no bureaucracy.",Vague 2021
64554,32,Brazil,8.0,Ease of granting credit for the asset to be financed,Vague 2021
64555,18,Brazil,5.0,always serves me well,Vague 2021
64556,54,United Kingdom,8.0,"Quick decision, easy to use, no issues",Vague 2021
64557,41,United Kingdom,10.0,Never had any issues and earn points for money off shopping,Vague 2021
64558,65,United Kingdom,10.0,never had any problems with Tesco credit card,Vague 2021
64559,27,Brazil,10.0,,Vague 2021
64560,45,Brazil,8.0,trusted bank,Vague 2021
64561,34,United Kingdom,10.0,very safe,Vague 2021
64562,39,United Kingdom,9.0,Reliable and never had any isssues,Vague 2021
64563,23,United Kingdom,8.0,good,Vague 2021
64564,29,United Kingdom,7.0,-trust worthy,Vague 2021
64565,22,Brazil,9.0,ease,Vague 2021
64566,65,United Kingdom,8.0,No issues - easy to use,Vague 2021
64567,41,United Kingdom,9.0,Because they are reliable and trustworthy,Vague 2021
64568,81,United Kingdom,8.0,It is easy to deal with . They supply constantly with information regarding payments and paying on time  and consequences of any defaults.,Vague 2021
64569,19,Brazil,5.0,"The bank is very good, but does not provide customer assistance",Vague 2021
64570,53,United Kingdom,5.0,It's has cool futures,Vague 2021
64571,39,United Kingdom,9.0,"they are really good, the service has no probelms and I like that I get reward vouchers",Vague 2021
64572,27,United Kingdom,10.0,Credit card points for spend,Vague 2021
64573,51,Brazil,8.0,They are practical and fast.,Vague 2021
64574,25,Brazil,10.0,Granted a large credit card limit,Vague 2021
64575,48,Brazil,10.0,Trust,Vague 2021
64576,49,United Kingdom,10.0,They detected fraud. The interest free period is generous,Vague 2021
64577,26,Brazil,9.0,Easy to get approval. High credit and loan limits,Vague 2021
64578,48,United Kingdom,9.0,Offer reasonable rates,Vague 2021
64579,49,Brazil,8.0,ease of evidence,Vague 2021
64580,19,Brazil,9.0,the bank has many benefits,Vague 2021
64581,42,Brazil,8.0,Quiet bank where I can solve everything without problems,Vague 2021
64582,65,Brazil,10.0,great interest,Vague 2021
64583,36,Brazil,8.0,"I think it's a good bank, it has some points to teocar",Vague 2021
64584,43,Brazil,10.0,"because the interest was lower, it does not charge annuity and the user interface is very simple.",Vague 2021
64585,61,United Kingdom,10.0,Been banking with them for 42 years,Vague 2021
64586,57,Brazil,10.0,Excelent reception. func,Vague 2021
64587,30,Brazil,9.0,"I found a very transparent institution in what it proposed to do, every detail of the loan was very well explained by the agency.",Vague 2021
64588,35,Brazil,10.0,"Fast credit, good customer relationship",Vague 2021
64589,73,United Kingdom,6.0,,Vague 2021
64590,64,United Kingdom,10.0,great website and customer service,Vague 2021
64591,35,Brazil,10.0,"Transparency with the consumer, agility in processes and excellent customer service.",Vague 2021
64592,44,United Kingdom,8.0,They are very helpful,Vague 2021
64593,22,United Kingdom,6.0,I have heard bad things about them but I have had no trouble with them,Vague 2021
64594,68,United Kingdom,9.0,"Because they have always been on the other end of the phone when needed. They are always polite when I've spoken to them on the phone and if I've had a problem, it's been sorted quickly and professionally.",Vague 2021
64595,73,United Kingdom,9.0,THEY ARE EFFICIENT & PROFESSIONAL,Vague 2021
64596,29,United Kingdom,10.0,It’s really clear how much I need to pay back each month,Vague 2021
64597,49,United Kingdom,5.0,Seems average,Vague 2021
64598,28,Brazil,10.0,I have never had any problems with this bank.,Vague 2021
64599,53,United Kingdom,8.0,easy to deal with,Vague 2021
64600,42,Brazil,5.0,very high interest,Vague 2021
64601,32,Brazil,8.0,"Easy to acquire, low interest rate taking into account the igp-m for the period",Vague 2021
64602,37,United Kingdom,10.0,,Vague 2021
64603,73,United Kingdom,10.0,Easy to apply for and quick to get the money. Reasonable rate of interest.,Vague 2021
64604,56,United Kingdom,0.0,"I only opened the account 3 days ago, I have nothing to base a recommendation on.",Vague 2021
64605,34,Brazil,9.0,Fast practice and money released in 24 hours,Vague 2021
64606,28,United Kingdom,7.0,Haven’t had amazing benefits but not had any issues either,Vague 2021
64607,23,Brazil,8.0,Low interest and affordable loans,Vague 2021
64608,58,United Kingdom,8.0,Fair good service,Vague 2021
64609,72,United Kingdom,10.0,Don’t know,Vague 2021
64610,37,Brazil,10.0,easy contracting and agility in granting credit.,Vague 2021
64611,24,Brazil,2.0,Why do you charge a lot of interest?,Vague 2021
64612,46,Brazil,9.0,"cheap interest, agility in approval.",Vague 2021
64613,53,Brazil,9.0,I strongly believe that all banks could offer lower interest rates to exploit consumers.,Vague 2021
64614,60,United Kingdom,8.0,,Vague 2021
64615,39,United Kingdom,8.0,it is just my experence,Vague 2021
64616,45,United Kingdom,10.0,good,Vague 2021
64617,67,United Kingdom,8.0,Good offers - secure card,Vague 2021
64618,23,Brazil,10.0,"Loans are easy and if you want to advance the installments, the discount is great",Vague 2021
64619,33,United Kingdom,7.0,"generally ok, app out of date, offer was worse than on the website without clear reason",Vague 2021
64620,42,United Kingdom,7.0,Not had any ossues,Vague 2021
64621,35,Brazil,3.0,They don't give much customer support.,Vague 2021
64622,73,United Kingdom,7.0,They have so far been easy to deal with,Vague 2021
64623,48,United Kingdom,7.0,Was best rate available and quite straightforwarf,Vague 2021
64624,35,Brazil,10.0,Because it makes life easier without bureaucracy,Vague 2021
64625,61,United Kingdom,8.0,So far they have teated me fairly and seem to be a market leader in the uk,Vague 2021
64626,62,United Kingdom,5.0,No problems but no positives either,Vague 2021
64627,41,United Kingdom,7.0,The interest is very high,Vague 2021
64628,31,Brazil,8.0,,Vague 2021
64629,46,Brazil,7.0,"Good service, just a little high rates.",Vague 2021
64630,65,United Kingdom,5.0,They are all the same and I didn’t pick this bank myself when I bought a new phone.,Vague 2021
64631,19,Brazil,10.0,"Because he is currently one of the best banks, very easy, versatile and with very attractive proposals",Vague 2021
64632,74,United Kingdom,8.0,keep everything simple very professional people,Vague 2021
64633,45,United Kingdom,8.0,Good service,Vague 2021
64634,46,United Kingdom,8.0,Offers an honest service,Vague 2021
64635,41,United Kingdom,7.0,Good offer and rewards,Vague 2021
64636,30,Brazil,10.0,"I've been using it for over 8 years and I've never had any problems, they increase the limit when possible and good customer service",Vague 2021
64637,45,Brazil,8.0,sfsdfdsffsd,Vague 2021
64638,20,Brazil,10.0,Convenience and great service,Vague 2021
64639,55,Brazil,6.0,for not having used the card yet,Vague 2021
64640,65,United Kingdom,7.0,No particular reason i would say only go with these options if you have no other way of paying,Vague 2021
64641,44,United Kingdom,5.0,It's fine but nothing special,Vague 2021
64642,52,United Kingdom,6.0,WE FELT THE DETAILS OF THE LOAN WERE DIFFICULT TO UNDERSTAND AND WE HAD SOME DIFFICULTY MAKING OUR FINAL PAYMENT.,Vague 2021
64643,27,Brazil,10.0,Easy and clear to use,Vague 2021
64644,57,Brazil,10.0,"Nubank appeared to make people's lives easier, simplifying the use of debit and credit cards, in addition to other account facilities.",Vague 2021
64645,33,United Kingdom,5.0,"BMN,",Vague 2021
64646,23,Brazil,6.0,good company overall and reliable but high fees,Vague 2021
64647,67,United Kingdom,8.0,It's been straight forward to do,Vague 2021
64648,68,United Kingdom,8.0,Interest rate quite high,Vague 2021
64649,44,United Kingdom,5.0,I do not encourage others to take out loans,Vague 2021
64650,44,United Kingdom,10.0,"Ease of use of services, clear information on what is expected.",Vague 2021
64651,74,United Kingdom,10.0,Interest free payments for 4 years which avoided me dipping into my savings. Never any problems,Vague 2021
64652,64,United Kingdom,9.0,You get rewards for spending,Vague 2021
64653,42,Brazil,8.0,"I like the bank, but some operations could be less bureaucratic.",Vague 2021
64654,31,Brazil,10.0,"Transparency, ease of bank transactions, trust and no annual fee",Vague 2021
64655,37,Brazil,7.0,"Interest is very expensive, I only hired out of necessity",Vague 2021
64656,41,United Kingdom,8.0,Not sure,Vague 2021
64657,39,United Kingdom,9.0,"great bank, good rates",Vague 2021
64658,67,United Kingdom,7.0,I use it to pay for shopping and get nectar points sfr using it.  It's easy to keep track of and pay off each month.,Vague 2021
64659,33,United Kingdom,5.0,The customer service is not good,Vague 2021
64660,18,Brazil,8.0,"I like the convenience of using the card, the benefits of the app. I just didn't give 10 because the limit granted could be higher.",Vague 2021
64661,73,United Kingdom,5.0,DO NOT GIVE RECOMENDATIONS,Vague 2021
64662,34,United Kingdom,9.0,Easy to manage and set up using a phone app and online. Good rates.,Vague 2021
64663,57,Brazil,8.0,"Organization, ease of access",Vague 2021
64664,28,Brazil,10.0,"It is a good bank, practical and reliable.",Vague 2021
64665,64,United Kingdom,6.0,"Good company if all goes smoothly, but if the slightest thing goes wrong, it is almost impossible to either talk with them (45 min wait)  or to sort it out, without having a charge imposed. Nightmare",Vague 2021
64666,35,Brazil,10.0,Great credit conditions,Vague 2021
64667,54,United Kingdom,8.0,"I never said that I had a loan, I used the card in store and repaid it at the end of the month",Vague 2021
64668,22,Brazil,7.0,Offers good interest,Vague 2021
64669,61,United Kingdom,0.0,,Vague 2021
64670,48,Brazil,10.0,"Ease of credit, instant notice of credit card usage, easy installment of card debt",Vague 2021
64671,68,United Kingdom,7.0,They are OK and rates a reasonale if buying a Mitsubishi.,Vague 2021
64672,19,Brazil,7.0,,Vague 2021
64673,64,United Kingdom,8.0,I have never had any problems with them,Vague 2021
64674,25,Brazil,10.0,It's an excellent bank,Vague 2021
64675,42,Brazil,10.0,"Because they have low rates, low interest and great service.",Vague 2021
64676,35,Brazil,10.0,The facility to obtain the loan and also to negotiate if necessary.,Vague 2021
64677,33,Brazil,10.0,"Easy to use system, no fees, very efficient support and points program.",Vague 2021
64678,45,United Kingdom,10.0,Honest,Vague 2021
64679,72,United Kingdom,5.0,Its OK as I pay card off in full every month,Vague 2021
64680,25,Brazil,10.0,"I really like the Bank's application and the benefits it offers, it's very easy to use and without fees and charges, you don't have to pay the card's annual fee and for me it's great.",Vague 2021
64681,43,Brazil,9.0,low swear,Vague 2021
64682,72,United Kingdom,9.0,New day is linked to Amazon and I find it easy to pay with this card and have had no problems,Vague 2021
64683,46,United Kingdom,8.0,No reason not to.,Vague 2021
64684,40,Brazil,8.0,Give the value that people need,Vague 2021
64685,29,United Kingdom,8.0,Had very little involvement with them but no complaints. Get the occasional account information letter to show how much left to pay off,Vague 2021
64686,40,United Kingdom,9.0,It did a good job for me and can help many people,Vague 2021
64687,28,Brazil,7.0,Very high interest.,Vague 2021
64688,46,Brazil,10.0,very simple to move and pay,Vague 2021
64689,26,Brazil,10.0,Because of easy credit approval.,Vague 2021
64690,63,United Kingdom,9.0,Hassle free. good communication. get it right first time.,Vague 2021
64691,21,Brazil,10.0,It's easy and convenient to use and contact them. The app is efficient and employees quickly resolve any issues or questions that may arise.,Vague 2021
64692,46,United Kingdom,10.0,Had no problems. Excellent all round,Vague 2021
64693,31,Brazil,9.0,Yes,Vague 2021
64694,64,United Kingdom,10.0,Police Scotland credit union.... Easy to dealwith euter on line. Phone or 8nnperson....vety competitive rates,Vague 2021
64695,68,United Kingdom,10.0,Efficient service,Vague 2021
64696,40,Brazil,7.0,Difficulty releasing money and bureaucracy,Vague 2021
64697,34,Brazil,6.0,Contacting them is extremely complicated and they take a long time to solve a simple problem.,Vague 2021
64698,32,United Kingdom,10.0,Excellent service so far,Vague 2021
64699,23,United Kingdom,7.0,They are ok so far i am really happy,Vague 2021
64700,48,Brazil,9.0,for being a great bank with low rates for loans,Vague 2021
64701,37,Brazil,,great for doing business,Vague 2021
64702,43,Brazil,8.0,000,Vague 2021
64703,78,United Kingdom,9.0,I have never had any problems with them.,Vague 2021
64704,44,United Kingdom,6.0,interest rate could be better,Vague 2021
64705,50,Brazil,7.0,fair quality and interest,Vague 2021
64706,62,United Kingdom,8.0,Good customer service and they deal fairly with complaints,Vague 2021
64707,32,United Kingdom,7.0,Good choice,Vague 2021
64708,44,Brazil,10.0,"Easy negotiation with the bank, easy payment",Vague 2021
64709,32,Brazil,9.0,Good service and agility,Vague 2021
64710,22,Brazil,10.0,Great service,Vague 2021
64711,20,Brazil,9.0,it's very good and fast,Vague 2021
64712,34,United Kingdom,8.0,"They have been fine so far, secure and easy to use",Vague 2021
64713,24,United Kingdom,7.0,is  a good service,Vague 2021
64714,72,United Kingdom,9.0,Easy to arrange,Vague 2021
64715,43,United Kingdom,7.0,"Reasonable rates, flexible limits and cash back earned on purchases",Vague 2021
64716,75,United Kingdom,9.0,Easy to use,Vague 2021
64717,35,United Kingdom,10.0,,Vague 2021
64718,44,United Kingdom,9.0,I've had no issues with them.,Vague 2021
64719,65,United Kingdom,6.0,No problems with them. No contact either.,Vague 2021
64720,68,United Kingdom,6.0,Access,Vague 2021
64721,23,United Kingdom,10.0,Because tesco services really meet my needs,Vague 2021
64722,59,United Kingdom,8.0,good service,Vague 2021
64723,67,United Kingdom,4.0,Not brilliant as the interest rate etc for the loan/credit card a bit high,Vague 2021
64724,56,United Kingdom,7.0,pretty good,Vague 2021
64725,58,United Kingdom,3.0,i understand how this market is set up,Vague 2021
64726,52,United Kingdom,8.0,It has great customer care,Vague 2021
64727,39,United Kingdom,5.0,"little rewards (e.g., cashback)",Vague 2021
64728,64,United Kingdom,8.0,Good customer service,Vague 2021
64729,72,United Kingdom,7.0,Probably the wrong decision to do it this way,Vague 2021
64730,74,United Kingdom,7.0,Fair customer service but my Network coverage is poor at home,Vague 2021
64731,33,United Kingdom,9.0,0% interest rate,Vague 2021
64732,75,United Kingdom,0.0,I never give recommendations,Vague 2021
64733,71,United Kingdom,7.0,its ok but tend to forget its online,Vague 2021
64734,49,United Kingdom,10.0,good customer service and easy to use,Vague 2021
64735,36,United Kingdom,4.0,messed up my credit card application so it was delayed,Vague 2021
64736,46,United Kingdom,9.0,They have given me a good credit limit and their internet banking is easy to use,Vague 2021
64737,47,United Kingdom,8.0,i have had good customer service,Vague 2021
64738,35,United Kingdom,10.0,We have had no problems so far,Vague 2021
64739,62,United Kingdom,8.0,Good reliable and trustworthy,Vague 2021
64740,73,United Kingdom,8.0,It was straight forward to apply for the card and repayments are reasonable,Vague 2021
64741,36,United Kingdom,7.0,Because it’s very hard to reach for 1000 points to receive a voucher from amazon,Vague 2021
64742,35,United Kingdom,10.0,They are the best,Vague 2021
64743,64,United Kingdom,10.0,Their ethical stance.,Vague 2021
64744,43,United Kingdom,5.0,"I hate using credit cards. In fact I no longer use them so I’d never recommend getting one.
I only got this one to balance transfer previous credit card debt. Virgin money provided a good deal for balance transfer so for that they are good.",Vague 2021
64745,41,United Kingdom,9.0,I think they help with buying a product over several months without paying interest on top. I believe they were a big reason why most places now offer a zero percent finance as an option. I’ve not personally had any issues dealing with them.,Vague 2021
64746,47,United Kingdom,8.0,They are fair with interest and if a payments missed for what ever reason they call,Vague 2021
64747,39,United Kingdom,5.0,Wouldn’t advice anyone to get in debt,Vague 2021
64748,64,United Kingdom,7.0,i would not want friends to be in debt.,Vague 2021
64749,39,United Kingdom,10.0,Trustworthy and reliable,Vague 2021
64750,81,United Kingdom,6.0,The documentation which you need to read to understand the terms and conditions is complicated and time consuming to read. It almost seems to be complex in order that it is not actually read at all.,Vague 2021
64751,59,United Kingdom,6.0,0,Vague 2021
64752,53,United Kingdom,6.0,Good feature,Vague 2021
64753,31,United Kingdom,10.0,The are the best and serve customer efficiency,Vague 2021
64754,52,United Kingdom,2.0,poor customer services,Vague 2021
64755,44,United Kingdom,9.0,Great service,Vague 2021
64756,50,United Kingdom,6.0,could be better,Vague 2021
64757,29,United Kingdom,5.0,credit is too low,Vague 2021
64758,66,United Kingdom,8.0,Good day customer service,Vague 2021
64759,62,United Kingdom,10.0,No problems good rate,Vague 2021
64760,37,United Kingdom,8.0,generally all goes smoothly with them but there's been a few ocassions when my payments haven't showed up on my statements and I've had to contact them to find out why,Vague 2021
64761,54,United Kingdom,8.0,"Easy to complete application
Very quick",Vague 2021
64762,45,United Kingdom,4.0,7777j,Vague 2021
64763,65,United Kingdom,8.0,good service,Vague 2021
64764,74,United Kingdom,5.0,Neutral,Vague 2021
64765,73,United Kingdom,10.0,Easy to deal with no problems,Vague 2021
64766,52,United Kingdom,10.0,"I have always found them extremely helpful and honest, and value their ethics",Vague 2021
64767,42,United Kingdom,8.0,I haven't had any issues dealing with this bank,Vague 2021
64768,42,United Kingdom,9.0,Very good,Vague 2021
64769,27,United Kingdom,7.0,Great product testing,Vague 2021
64770,49,United Kingdom,7.0,"they are fine, not really given much choice if want to lease vw",Vague 2021
64771,41,United Kingdom,5.0,it's ok,Vague 2021
64772,64,United Kingdom,7.0,Easy to use and straightforward to deal with,Vague 2021
64773,49,United Kingdom,5.0,they're just the same as anyone else,Vague 2021
64774,49,United Kingdom,5.0,"Decent app, comms.",Vague 2021
64775,43,United Kingdom,7.0,"It offers  the opportunity to earn membership payments. However, these are only paid every four months.",Vague 2021
64776,62,United Kingdom,8.0,"Easy to repay, quite good interest rate and fair policies",Vague 2021
64777,40,United Kingdom,9.0,"Excellent rate of credit, easy to pay back, clubcard loyalty points for all money spent, extra for money spent at tesco",Vague 2021
64778,44,Brazil,8.0,It's good but not great,Vague 2021
64779,36,United Kingdom,9.0,There very understanding and the customer serice side are reslly good. Also the interest rates are manageable,Vague 2021
64780,68,United Kingdom,3.0,,Vague 2021
64781,39,United Kingdom,8.0,Felt like it,Vague 2021
64782,33,United Kingdom,6.0,is nice,Vague 2021
64783,65,United Kingdom,10.0,Efficiency - makes repayment easy and transparent,Vague 2021
64784,23,United Kingdom,7.0,Great services and communication,Vague 2021
64785,34,United Kingdom,7.0,,Vague 2021
64786,53,United Kingdom,7.0,Just my thought,Vague 2021
64787,27,United Kingdom,10.0,Easy to pay back,Vague 2021
64788,53,United Kingdom,8.0,Give you plenty of time to pay off plus can pay off different sums,Vague 2021
64789,46,United Kingdom,9.0,Good Bank,Vague 2021
64790,40,United Kingdom,8.0,fghfhdgfghgfhf hfhfd,Vague 2021
64791,35,United Kingdom,9.0,"Customer service is nice and resolved issues appropriately and as long as I pay my full balance on time, I attract no extra charges.",Vague 2021
64792,35,United Kingdom,9.0,It innovative,Vague 2021
64793,37,United Kingdom,5.0,They have performed as expected,Vague 2021
64794,60,United Kingdom,10.0,It is very easy to use and also pay off early.,Vague 2021
64795,63,United Kingdom,8.0,Nice and esay to deal with,Vague 2021
64796,61,United Kingdom,7.0,Hi interest vs bank rate,Vague 2021
64797,62,United Kingdom,8.0,good customerservice,Vague 2021
64798,58,United Kingdom,4.0,high interest rate originally took out to raise debenhams points,Vague 2021
64799,33,United Kingdom,10.0,Is more comfortable,Vague 2021
64800,39,United Kingdom,6.0,i think they are good easy to use to log on online and customer service always helpful,Vague 2021
64801,38,United Kingdom,6.0,"Not really able to judge, no issues or concerns so far",Vague 2021
64802,29,United Kingdom,6.0,"I don't want people taking out loans, banks suck",Vague 2021
64803,27,United Kingdom,6.0,vbn,Vague 2021
64804,39,United Kingdom,8.0,Good service,Vague 2021
64805,58,United Kingdom,5.0,No real re,Vague 2021
64806,35,United Kingdom,9.0,Good customer service. Like the waitrose vouchers.,Vague 2021
64807,74,United Kingdom,,Ok but make sure have lump sum for end off aggremt,Vague 2021
64808,44,United Kingdom,8.0,"generally open and transparent, fair rates",Vague 2021
64809,34,United Kingdom,9.0,Always a great customer service,Vague 2021
64810,61,United Kingdom,8.0,It is a good company for rebuilding your credit but marked it down slightly because of the higher interest rate.,Vague 2021
64811,45,United Kingdom,10.0,I am very happy with the service,Vague 2021
64812,66,United Kingdom,9.0,Good customer service. Easy to use app.,Vague 2021
64813,23,United Kingdom,10.0,It is a trustworthy bank,Vague 2021
64814,51,United Kingdom,7.0,there easy to use and oraganiesd,Vague 2021
64815,66,United Kingdom,5.0,Whether to use this company or not depends on anindividuals actual circumstances,Vague 2021
64816,32,United Kingdom,8.0,mnn,Vague 2021
64817,47,United Kingdom,8.0,Smary,Vague 2021
64818,54,United Kingdom,9.0,They have been great when applying for things and always get straight back to me about any problems.,Vague 2021
64819,62,United Kingdom,5.0,"I've had no problems, but no reason to use their CS line either.",Vague 2021
64820,40,United Kingdom,10.0,Versatile,Vague 2021
64821,74,United Kingdom,5.0,It does what it says,Vague 2021
64822,68,United Kingdom,7.0,"Very simple to use, statements every month, I do not use the online banking, the rewards are poor for non M & S purchases",Vague 2021
64823,51,United Kingdom,8.0,vjuyvul,Vague 2021
64824,50,United Kingdom,5.0,Gave me the money easy but it is expensive and hard to get out of debt.,Vague 2021
64825,39,United Kingdom,7.0,Solid service,Vague 2021
64826,67,United Kingdom,10.0,Marks and Spencer give good customer service,Vague 2021
64827,45,United Kingdom,8.0,they understand you completely and help according to that,Vague 2021
64828,56,United Kingdom,9.0,Good website,Vague 2021
64829,69,United Kingdom,8.0,Satisfied  with card,Vague 2021
64830,34,United Kingdom,10.0,Barclays is a safe bank,Vague 2021
64831,45,United Kingdom,8.0,Ok,Vague 2021
64832,78,United Kingdom,5.0,Do not do recommends,Vague 2021
64833,32,United Kingdom,10.0,We've had no problems and good interest rate at the time,Vague 2021
64834,75,United Kingdom,0.0,I never commend to others,Vague 2021
64835,75,United Kingdom,4.0,only intersted in profit,Vague 2021
64836,47,United Kingdom,10.0,easy and good rate,Vague 2021
64837,29,United Kingdom,8.0,Famous brand on every aspect,Vague 2021
64838,51,United Kingdom,9.0,"They are overall very good, clear communications and an easy to navigate website.  Not a full 10 because sometimes how much to be repaid and by when isnt as clear as it ought to be and I have incurred a charge.",Vague 2021
64839,58,United Kingdom,9.0,"Low interest rate
Easy repayments schedule
monthly statements
easy access to account",Vague 2021
64840,67,United Kingdom,8.0,i trust them,Vague 2021
64841,30,United Kingdom,8.0,It has great customer service and potential,Vague 2021
64842,51,United Kingdom,9.0,Uncomplicated process,Vague 2021
64843,55,United Kingdom,6.0,They do the job - no more no less.,Vague 2021
64844,61,United Kingdom,6.0,average to good,Vague 2021
64845,52,United Kingdom,8.0,"Good companies,offers flexible credit options,hood options to pay back",Vague 2021
64846,74,United Kingdom,9.0,Honest and Eficienment,Vague 2021
64847,36,United Kingdom,9.0,"Always been very communicative and easy to deal with, easy online banking etc",Vague 2021
64848,18,United Kingdom,4.0,,Vague 2021
64849,31,United Kingdom,9.0,It’s easy to apply for,Vague 2021
64850,40,United Kingdom,10.0,"Easy to manage online, funds received instantly",Vague 2021
64851,30,United Kingdom,9.0,Very simple to use and fast to obtain credit. they also send an email every time credit payment is due so youre never caught out,Vague 2021
64852,49,United Kingdom,6.0,ONLY RECOMMEND TO PEOPLE WHO CAN RPAY AMOUNT SPENT,Vague 2021
64853,42,United Kingdom,7.0,because is true,Vague 2021
64854,66,United Kingdom,6.0,Easy to start but little info,Vague 2021
64855,57,United Kingdom,8.0,Tesco is easy to deal with and provides good customer service.,Vague 2021
64856,49,United Kingdom,7.0,I haven’t had any problems so it is fine with me but I have heard that other people do have problems,Vague 2021
64857,44,United Kingdom,10.0,never had issues in allthe 5ys i had the loan for,Vague 2021
64858,26,United Kingdom,8.0,never had any issues,Vague 2021
64859,45,United Kingdom,8.0,Easy to deal with. Good at fraud protection,Vague 2021
64860,36,United Kingdom,7.0,don't know,Vague 2021
64861,63,United Kingdom,5.0,I am not in the habit of recommending any credit providers,Vague 2021
64862,38,United Kingdom,8.0,a decent bank but interest rates are a bit higher compare to other high street giants,Vague 2021
64863,66,United Kingdom,5.0,"middle of the road, neither good nor bad",Vague 2021
64864,25,United Kingdom,8.0,Easy to use and fast approval,Vague 2021
64865,45,United Kingdom,7.0,there company very good. i love this,Vague 2021
